"pid","countries","x","modalities","modalities2"
"32535888","[""Canada"", ""China"", ""Hong Kong"", ""United Kingdom"", ""United States""]","[""Laboratory data"", ""Echocardiographic assessment"", ""Electrocardiographic P-wave indices""], {""Modality"": [{""Name"": ""electrocardiographic P-wave indices""}, {""Name"": ""echocardiographic assessment""}, {""Name"": ""neutrophil-to-lymphocyte ratio (NLR)""}, {""Name"": ""prognostic nutritional index (PNI)""}]}","[""Laboratory data"", ""Echocardiographic assessment"", ""Electrocardiographic P-wave indices""]","{""Modality"": [{""Name"": ""electrocardiographic P-wave indices""}, {""Name"": ""echocardiographic assessment""}, {""Name"": ""neutrophil-to-lymphocyte ratio (NLR)""}, {""Name"": ""prognostic nutritional index (PNI)""}]}"
"32571444","[""Canada"", ""Germany"", ""Greece"", ""Hungary"", ""Netherlands"", ""Spain"", ""Switzerland"", ""United Kingdom""]",NULL,NULL,"{""image"": [""Centre for Human Brain Health, School of Psychology""], ""video"": null}"
"32580177","[""Canada"", ""Netherlands"", ""Slovenia"", ""United Kingdom""]","[""Computed Tomography"", ""Radiographs""], [""radiographs"", ""CTs""]","[""Computed Tomography"", ""Radiographs""]","[""radiographs"", ""CTs""]"
"32601678","[""Canada"", ""Germany"", ""Switzerland"", ""United Kingdom""]","[""upper limb motor recovery""], [""Upper limb motor recovery""]","[""upper limb motor recovery""]","[""Upper limb motor recovery""]"
"32617525","[""Brazil"", ""Canada"", ""France"", ""India"", ""Italy"", ""Kenya"", ""Oman"", ""Pakistan"", ""South Africa"", ""Thailand"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"32673230","[""Canada"", ""United Kingdom""]","[""Text""], {""text"": null}","[""Text""]","{""text"": null}"
"32681101","[""Canada"", ""France"", ""United Kingdom""]",NULL,NULL,"[""cognitive function"", ""neural organisation""]"
"32682719","[""Austria"", ""Canada"", ""Georgia"", ""Italy"", ""Korea, Republic of"", ""Portugal"", ""Singapore"", ""South Korea"", ""United Kingdom"", ""United States""]",NULL,"[""Imaging"", ""Cardiology""]",NULL
"32686118","[""Canada"", ""China"", ""Hong Kong"", ""United Kingdom"", ""United States""]","[""Imaging"", ""Pathology""], [""Image""]","[""Imaging"", ""Pathology""]","[""Image""]"
"32719123","[""Canada"", ""Germany"", ""Israel"", ""Italy"", ""Netherlands"", ""New Zealand"", ""Puerto Rico"", ""Switzerland"", ""Turkey"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"32732917","[""Canada"", ""Germany"", ""United Kingdom"", ""United States""]","[""transcriptome"", ""brain imaging""], [""Image"", ""Text""]","[""transcriptome"", ""brain imaging""]","[""Image"", ""Text""]"
"32746967","[""Canada"", ""Cyprus"", ""Italy"", ""Korea, Republic of"", ""Switzerland"", ""Taiwan"", ""United Kingdom""]","[""fMRI"", ""BOLD""], [{""Tags"": [""fMRI BOLD signal""], ""Modality"": ""fMRI""}, {""Tags"": [""Hurts exponent (H) model""], ""Modality"": ""Computational modeling""}]","[""fMRI"", ""BOLD""]","[{""Tags"": [""fMRI BOLD signal""], ""Modality"": ""fMRI""}, {""Tags"": [""Hurts exponent (H) model""], ""Modality"": ""Computational modeling""}]"
"32758450","[""Australia"", ""Austria"", ""Canada"", ""Czechia"", ""France"", ""Germany"", ""Netherlands"", ""New Zealand"", ""Spain"", ""Sweden"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"32767763","[""Canada"", ""Germany"", ""Netherlands"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Imaging"", ""Electroencephalography"", ""Pathology"", ""Digital technologies""], [{""modality_name"": ""EEG"", ""used_in_paper"": true}, {""modality_name"": ""MRI"", ""used_in_paper"": true}]","[""Imaging"", ""Electroencephalography"", ""Pathology"", ""Digital technologies""]","[{""modality_name"": ""EEG"", ""used_in_paper"": true}, {""modality_name"": ""MRI"", ""used_in_paper"": true}]"
"32843633","[""Canada"", ""France"", ""Germany"", ""Singapore"", ""United Kingdom"", ""United States""]","[""Images"", ""Brain scans""], [""images"", ""text""]","[""Images"", ""Brain scans""]","[""images"", ""text""]"
"32854798","[""Canada"", ""Denmark"", ""United Kingdom""]",NULL,"[""Electronic Health Records"", ""Health Administrative Data""]",NULL
"33033241","[""Australia"", ""Brazil"", ""Canada"", ""China"", ""Germany"", ""India"", ""Italy"", ""Japan"", ""Korea, Republic of"", ""Netherlands"", ""Norway"", ""Portugal"", ""South Africa"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Structural neuroimaging""], [{""count"": 2, ""modality"": ""image""}, {""count"": 3, ""modality"": ""text""}]","[""Structural neuroimaging""]","[{""count"": 2, ""modality"": ""image""}, {""count"": 3, ""modality"": ""text""}]"
"33064342","[""Australia"", ""Canada"", ""Germany"", ""Netherlands"", ""South Africa"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"33094925","[""Canada"", ""China"", ""Hong Kong"", ""United Kingdom""]","[""Electrocardiography"", ""Echocardiography"", ""Blood inflammatory marker""], [""atrial and ventricular measurements from electrocardiography"", ""echocardiography"", ""blood inflammatory marker [neutrophil-to-lymphocyte ratio (NLR)]"", ""prognostic nutritional index (PNI)""]","[""Electrocardiography"", ""Echocardiography"", ""Blood inflammatory marker""]","[""atrial and ventricular measurements from electrocardiography"", ""echocardiography"", ""blood inflammatory marker [neutrophil-to-lymphocyte ratio (NLR)]"", ""prognostic nutritional index (PNI)""]"
"33125268","[""Australia"", ""Canada"", ""France"", ""United Kingdom""]","[], []","[]","[]"
"33154417","[""Canada"", ""Kenya"", ""Malawi"", ""Netherlands"", ""United Kingdom""]","[""Faecal VOCs""], [""chemical""]","[""Faecal VOCs""]","[""chemical""]"
"33167779","[""Canada"", ""Germany"", ""Turkey"", ""United Kingdom"", ""United States""]","[""Electrocardiogram"", ""Cardiovascular""], [""electrocardiogram""]","[""Electrocardiogram"", ""Cardiovascular""]","[""electrocardiogram""]"
"33168947","[""Canada"", ""United Kingdom""]","[""brain imaging"", ""behavioral""], [""Image""]","[""brain imaging"", ""behavioral""]","[""Image""]"
"33174832","[""Canada"", ""United Kingdom""]","[""Whole-genome sequencing data""], [""text"", ""phylogenetic""]","[""Whole-genome sequencing data""]","[""text"", ""phylogenetic""]"
"33224093","[""Canada"", ""Japan"", ""United Kingdom""]","[""Functional MRI"", ""Positron Emission Tomography""], [""FLAIR"", ""PET""]","[""Functional MRI"", ""Positron Emission Tomography""]","[""FLAIR"", ""PET""]"
"33224912","[""Australia"", ""Canada"", ""Poland"", ""Trinidad and Tobago"", ""United Kingdom"", ""United States""]","[""Telemedicine""], [""Telemedicine"", ""Healthcare""]","[""Telemedicine""]","[""Telemedicine"", ""Healthcare""]"
"33280549","[""Canada"", ""France"", ""Italy"", ""Panama"", ""South Africa"", ""Spain"", ""Turkey"", ""United Kingdom"", ""United States"", ""Venezuela""]","[""Computed Tomography""], [{""modality1"": null}, {""modality2"": null}]","[""Computed Tomography""]","[{""modality1"": null}, {""modality2"": null}]"
"33391794","[""Canada"", ""Netherlands"", ""Sweden"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""biomedical"", ""computational""]"
"33395976","[""Canada"", ""Italy"", ""United Kingdom""]","[""Magnetoencephalography""], [""EEG""]","[""Magnetoencephalography""]","[""EEG""]"
"33407780","[""Canada"", ""United Kingdom""]","[""Text"", ""Image""], []","[""Text"", ""Image""]","[]"
"33420416","[""Australia"", ""Belgium"", ""Bulgaria"", ""Canada"", ""Croatia"", ""Denmark"", ""Finland"", ""France"", ""Germany"", ""Netherlands"", ""Norway"", ""Poland"", ""Portugal"", ""Spain"", ""Sweden"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""modality"": ""Images""}, {""modality"": ""Text""}]"
"33445089","[""Canada"", ""China"", ""United Kingdom"", ""United States""]","[""Visual processing"", ""Spatial memory"", ""Attention"", ""Executive function""], [""Cognitive"", ""Visual""]","[""Visual processing"", ""Spatial memory"", ""Attention"", ""Executive function""]","[""Cognitive"", ""Visual""]"
"33446607","[""Canada"", ""United Kingdom""]","[""Prospectively collected clinical data""], [""Clinical"", ""Lung function""]","[""Prospectively collected clinical data""]","[""Clinical"", ""Lung function""]"
"33472890","[""Austria"", ""Canada"", ""Denmark"", ""France"", ""Germany"", ""Israel"", ""Netherlands"", ""Norway"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,NULL,"{""Text"": null, ""Audio"": null, ""Image"": null}"
"33533050","[""Canada"", ""Netherlands"", ""United Kingdom""]","[""PET"", ""4D PET""], [""Dynamic PET imaging""]","[""PET"", ""4D PET""]","[""Dynamic PET imaging""]"
"33611042","[""Canada"", ""Iran"", ""Thailand"", ""United Kingdom""]","[""Fluid Dynamics"", ""Thermal Engineering"", ""Multiphase Flow""], [""Fluid Dynamics"", ""Artificial Intelligence""]","[""Fluid Dynamics"", ""Thermal Engineering"", ""Multiphase Flow""]","[""Fluid Dynamics"", ""Artificial Intelligence""]"
"33634751","[""Argentina"", ""Australia"", ""Austria"", ""Bangladesh"", ""Belgium"", ""Brazil"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Croatia"", ""Cyprus"", ""Czechia"", ""Denmark"", ""Egypt"", ""Estonia"", ""Finland"", ""France"", ""Georgia"", ""Germany"", ""Greece"", ""Hong Kong"", ""Hungary"", ""Iceland"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Ireland"", ""Israel"", ""Italy"", ""Jamaica"", ""Japan"", ""Jersey"", ""Korea, Republic of"", ""Luxembourg"", ""Macao"", ""Malaysia"", ""Malta"", ""Mexico"", ""Netherlands"", ""New Zealand"", ""Norway"", ""Palestinian Territory"", ""Poland"", ""Portugal"", ""Romania"", ""Russia"", ""Serbia"", ""Singapore"", ""Slovakia"", ""Slovenia"", ""South Africa"", ""South Korea"", ""Spain"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Thailand"", ""Tunisia"", ""Turkey"", ""United Arab Emirates"", ""United Kingdom"", ""United States"", ""Uruguay"", ""Venezuela""]",NULL,NULL,"[{""count"": 2, ""value"": ""Image""}, {""count"": 1, ""value"": ""Text""}, {""count"": 0, ""value"": ""Audio""}, {""count"": 0, ""value"": ""Video""}]"
"33726819","[""Australia"", ""Belgium"", ""Brazil"", ""Canada"", ""Chile"", ""China"", ""France"", ""Germany"", ""India"", ""Israel"", ""Italy"", ""Netherlands"", ""Saudi Arabia"", ""Singapore"", ""South Africa"", ""Spain"", ""Switzerland"", ""Thailand"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Text"", ""Image""]"
"33753312","[""Australia"", ""Canada"", ""China"", ""Finland"", ""France"", ""Germany"", ""United Kingdom"", ""United States""]",NULL,NULL,"[]"
"33762385","[""Canada"", ""United Kingdom""]","[""Acute Stroke"", ""Medical Imaging""], [""age"", ""gender"", ""modified Rankin Scale (mRS)"", ""National Institutes of Health Stroke Scale (NIHSS)""]","[""Acute Stroke"", ""Medical Imaging""]","[""age"", ""gender"", ""modified Rankin Scale (mRS)"", ""National Institutes of Health Stroke Scale (NIHSS)""]"
"33764818","[""Canada"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Clinical data"", ""Imaging""]"
"33766511","[""Canada"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""skin images"", ""medical data""]"
"33770412","[""Canada"", ""Italy"", ""Netherlands"", ""New Zealand"", ""United Kingdom""]","[""Amylase Value in the Drain (AVD)""], [""Amplase Value in the Drain (AVD)"", ""Amylase levels""]","[""Amylase Value in the Drain (AVD)""]","[""Amplase Value in the Drain (AVD)"", ""Amylase levels""]"
"33770525","[""Canada"", ""France"", ""Germany"", ""Ireland"", ""United Kingdom"", ""United States""]","[""Neuroimaging""], [null, null, null, null, null, null, null, null, null, null, null, null]","[""Neuroimaging""]","[null, null, null, null, null, null, null, null, null, null, null, null]"
"33777664","[""Canada"", ""Ireland"", ""United Kingdom""]",NULL,NULL,"[""text"", ""voice""]"
"33780727","[""Canada"", ""United Kingdom"", ""United States""]","[""Electroencephalogram (EEG)""], [{""Type"": ""scalograms"", ""Modality"": ""EEG""}, {""Modality"": ""image-like format""}]","[""Electroencephalogram (EEG)""]","[{""Type"": ""scalograms"", ""Modality"": ""EEG""}, {""Modality"": ""image-like format""}]"
"33781576","[""Canada"", ""Denmark"", ""United Kingdom""]","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"33785730","[""Canada"", ""Netherlands"", ""United Kingdom""]","[""EEG""], ['EEG', 'face/non-face paradigm']","[""EEG""]","['EEG', 'face/non-face paradigm']"
"33824310","[""Canada"", ""Netherlands"", ""Spain"", ""United Kingdom"", ""United States""]","[""brain MRI scans""], [""MRI""]","[""brain MRI scans""]","[""MRI""]"
"33824317","[""Canada"", ""China"", ""Hong Kong"", ""United Kingdom""]","[], {""genomics"": true}","[]","{""genomics"": true}"
"33850128","[""Canada"", ""Germany"", ""Italy"", ""Singapore"", ""South Korea"", ""United Kingdom"", ""United States""]","[""Neuroimaging"", ""Phenotypic data""], [""Neuroimaging"", ""Transcriptomics""]","[""Neuroimaging"", ""Phenotypic data""]","[""Neuroimaging"", ""Transcriptomics""]"
"33895632","[""Canada"", ""France"", ""Germany"", ""Italy"", ""Netherlands"", ""Portugal"", ""Spain"", ""Sweden"", ""United Kingdom""]",NULL,NULL,"[{""Tag"": null, ""Country"": ""Portugal""}, {""Tag"": null, ""Country"": ""United Kingdom""}, {""Tag"": null, ""Country"": ""Canada""}, {""Tag"": null, ""Country"": ""Germany""}]"
"33909990","[""Canada"", ""Denmark"", ""Estonia"", ""Germany"", ""Italy"", ""Netherlands"", ""Norway"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"33934542","[""Belgium"", ""Canada"", ""United Kingdom"", ""United States""]","[""Medical""], [""text"", ""image""]","[""Medical""]","[""text"", ""image""]"
"33955603","[""Belgium"", ""Canada"", ""Israel"", ""Italy"", ""Netherlands"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""Modality"": ""Images""}, {""Modality"": ""Text""}]"
"33963192","[""Austria"", ""Canada"", ""China"", ""Egypt"", ""France"", ""Germany"", ""Korea, Republic of"", ""Norway"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"33977272","[""Australia"", ""Canada"", ""Tunisia"", ""Turkey"", ""United Kingdom"", ""United States""]",NULL,"[""MRI""]",NULL
"33991581","[""Austria"", ""Belgium"", ""Canada"", ""France"", ""Germany"", ""Italy"", ""Netherlands"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[]"
"34003504","[""Canada"", ""Finland"", ""Nigeria"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Text"", ""Nil""], [{""modality"": ""text""}, {""modality"": ""none specified""}]","[""Text"", ""Nil""]","[{""modality"": ""text""}, {""modality"": ""none specified""}]"
"34023273","[""Canada"", ""United Kingdom"", ""United States""]","[""Echocardiography"", ""Computed Tomography"", ""Cardiovascular Magnetic Resonance Imaging""], [""echocardiography"", ""computed tomography (CT)"", ""cardiovascular magnetic resonance (CMR) imaging""]","[""Echocardiography"", ""Computed Tomography"", ""Cardiovascular Magnetic Resonance Imaging""]","[""echocardiography"", ""computed tomography (CT)"", ""cardiovascular magnetic resonance (CMR) imaging""]"
"34033588","[""Canada"", ""Turkey"", ""United Kingdom""]",NULL,"[""Demographic"", ""Laboratory"", ""Clinical""]",NULL
"34048901","[""Austria"", ""Brazil"", ""Canada"", ""China"", ""Germany"", ""Israel"", ""Japan"", ""Korea, Republic of"", ""Netherlands"", ""Norway"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""EEG"", ""fMRI""]"
"34050594","[""Canada"", ""France"", ""Singapore"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Text""]"
"34078897","[""Australia"", ""Belgium"", ""Brazil"", ""Canada"", ""Finland"", ""France"", ""Germany"", ""Sweden"", ""United Kingdom"", ""United States""]","[""Imaging"", null], [""Radiology"", ""Neurology""]","[""Imaging"", null]","[""Radiology"", ""Neurology""]"
