"pid","countries","x","modalities","modalities2"
"31173905","[""Canada"", ""France"", ""Germany"", ""Ireland"", ""United Kingdom"", ""United States""]","[""MRI""], [{""modality"": ""MRI""}]","[""MRI""]","[{""modality"": ""MRI""}]"
"31216543","[""Canada"", ""Germany"", ""United Kingdom""]","[""Computed Tomography""], [""Computed Tomography Angiography""]","[""Computed Tomography""]","[""Computed Tomography Angiography""]"
"31417602","[""Argentina"", ""Australia"", ""Belgium"", ""Canada"", ""Czechia"", ""France"", ""Germany"", ""Italy"", ""Netherlands"", ""Saudi Arabia"", ""South Africa"", ""Turkey"", ""United Kingdom"", ""United States""]","[], [""Imaging"", ""Genomics""]","[]","[""Imaging"", ""Genomics""]"
"31479590","[""Australia"", ""Canada"", ""Germany"", ""United Kingdom"", ""United States""]","[""Text""], [""text""]","[""Text""]","[""text""]"
"31510700","[""Canada"", ""Germany""]","[""Somatic mutation"", ""Copy number aberration"", ""Gene expression""], [""Gene expression"", ""Somatic mutation"", ""Copy number aberration""]","[""Somatic mutation"", ""Copy number aberration"", ""Gene expression""]","[""Gene expression"", ""Somatic mutation"", ""Copy number aberration""]"
"31513271","[""Canada"", ""Germany"", ""Italy"", ""Switzerland"", ""United States""]","[""Imaging""], []","[""Imaging""]","[]"
"31519923","[""Canada"", ""Germany""]","[""MRI""], MRI","[""MRI""]","MRI"
"31542646","[""Canada"", ""Germany"", ""United States""]","[""MRI""], [""Image Data""]","[""MRI""]","[""Image Data""]"
"31546048","[""Canada"", ""Germany"", ""United States""]","[""MRI""], [""T1-weighted MRIs""]","[""MRI""]","[""T1-weighted MRIs""]"
"31667829","[""Canada"", ""Czechia"", ""Germany"", ""Italy"", ""Poland"", ""United States""]","[""Clinical""], [{""text"": true}, {""image"": null}]","[""Clinical""]","[{""text"": true}, {""image"": null}]"
"31732979","[""Canada"", ""Germany""]",NULL,NULL,"[""genetic markers"", ""plasma concentrations""]"
"31821482","[""Canada"", ""France"", ""Germany"", ""Japan"", ""Netherlands"", ""Turkey"", ""Ukraine"", ""United Kingdom"", ""United States""]","[""Serial PT-INR values""], [""prothrombin time international normalized ratio measurements""]","[""Serial PT-INR values""]","[""prothrombin time international normalized ratio measurements""]"
"31978179","[""Canada"", ""Germany""]","[""MRI"", ""Diffusion and Perfusion""], [""MRI"", ""Diffusion and Perfusion""]","[""MRI"", ""Diffusion and Perfusion""]","[""MRI"", ""Diffusion and Perfusion""]"
"31999324","[""Canada"", ""France"", ""Germany"", ""United States""]","[""Functional MRI"", ""Behavioral questionnaire""], [""Functional brain measurements""]","[""Functional MRI"", ""Behavioral questionnaire""]","[""Functional brain measurements""]"
"32025015","[""Canada"", ""Denmark"", ""Estonia"", ""Germany"", ""Japan"", ""Poland"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[]"
"32161279","[""Canada"", ""Germany"", ""Italy"", ""Netherlands"", ""Switzerland""]","[], [{""modality"": ""Image""}, {""modality"": ""Text""}]","[]","[{""modality"": ""Image""}, {""modality"": ""Text""}]"
"32178532","[""Austria"", ""Canada"", ""Germany"", ""Italy"", ""Russia"", ""Turkey"", ""United States""]","[""Clinical"", ""Administrative""], Clinical","[""Clinical"", ""Administrative""]","Clinical"
"32187319","[""Australia"", ""Belgium"", ""Brazil"", ""Canada"", ""Germany"", ""Israel"", ""Portugal"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Text""]"
"32287265","[""Canada"", ""Germany"", ""United Kingdom"", ""United States""]","[""mRNA"", ""microarray""], [""blood"", ""muscle""]","[""mRNA"", ""microarray""]","[""blood"", ""muscle""]"
"32399621","[""Canada"", ""Germany"", ""United States""]","[""PET/CT""], [""PET/CT""]","[""PET/CT""]","[""PET/CT""]"
"32433583","[""Canada"", ""Germany""]","[""3T"", ""FLAIR""], [""Image"", ""Survey""]","[""3T"", ""FLAIR""]","[""Image"", ""Survey""]"
"32467650","[""Belgium"", ""Canada"", ""France"", ""Germany"", ""Honduras"", ""Kuwait"", ""Nigeria"", ""Pakistan"", ""Spain"", ""Turkey"", ""United Kingdom"", ""United States""]","[""France""], [""Pathology""]","[""France""]","[""Pathology""]"
"32463180","[""Australia"", ""Austria"", ""Belgium"", ""Canada"", ""France"", ""Georgia"", ""Germany"", ""Spain"", ""United Kingdom"", ""United States""]","[null], [""Text"", ""Image""]","[null]","[""Text"", ""Image""]"
"32563597","[""Brazil"", ""Canada"", ""Germany"", ""Italy"", ""Netherlands"", ""Sweden"", ""United States""]",NULL,NULL,"[""text""]"
"32571444","[""Canada"", ""Germany"", ""Greece"", ""Hungary"", ""Netherlands"", ""Spain"", ""Switzerland"", ""United Kingdom""]",NULL,NULL,"{""image"": [""Centre for Human Brain Health, School of Psychology""], ""video"": null}"
"32580207","[""Canada"", ""Germany""]","[""Imaging""], [""image""]","[""Imaging""]","[""image""]"
"32601678","[""Canada"", ""Germany"", ""Switzerland"", ""United Kingdom""]","[""upper limb motor recovery""], [""Upper limb motor recovery""]","[""upper limb motor recovery""]","[""Upper limb motor recovery""]"
"32635216","[""Canada"", ""Germany"", ""United States""]","[""PET/CT""], [""PET"", ""CT""]","[""PET/CT""]","[""PET"", ""CT""]"
"32710834","[""Canada"", ""Germany"", ""Korea, Republic of"", ""Poland"", ""United States""]",NULL,NULL,"[{""ForeName"": ""Jaewoo"", ""Initials"": ""J"", ""LastName"": ""Kang""}, {""ForeName"": ""Yuanfang"", ""Initials"": ""Y"", ""LastName"": ""Guan""}]"
"32719123","[""Canada"", ""Germany"", ""Israel"", ""Italy"", ""Netherlands"", ""New Zealand"", ""Puerto Rico"", ""Switzerland"", ""Turkey"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"32732917","[""Canada"", ""Germany"", ""United Kingdom"", ""United States""]","[""transcriptome"", ""brain imaging""], [""Image"", ""Text""]","[""transcriptome"", ""brain imaging""]","[""Image"", ""Text""]"
"32732967","[""Canada"", ""France"", ""Germany""]","[""Questionnaire"", ""Observation Schedule""], [""social"", ""communication""]","[""Questionnaire"", ""Observation Schedule""]","[""social"", ""communication""]"
"32758450","[""Australia"", ""Austria"", ""Canada"", ""Czechia"", ""France"", ""Germany"", ""Netherlands"", ""New Zealand"", ""Spain"", ""Sweden"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"32767763","[""Canada"", ""Germany"", ""Netherlands"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Imaging"", ""Electroencephalography"", ""Pathology"", ""Digital technologies""], [{""modality_name"": ""EEG"", ""used_in_paper"": true}, {""modality_name"": ""MRI"", ""used_in_paper"": true}]","[""Imaging"", ""Electroencephalography"", ""Pathology"", ""Digital technologies""]","[{""modality_name"": ""EEG"", ""used_in_paper"": true}, {""modality_name"": ""MRI"", ""used_in_paper"": true}]"
"32843633","[""Canada"", ""France"", ""Germany"", ""Singapore"", ""United Kingdom"", ""United States""]","[""Images"", ""Brain scans""], [""images"", ""text""]","[""Images"", ""Brain scans""]","[""images"", ""text""]"
"32927257","[""Canada"", ""Croatia"", ""Cyprus"", ""Germany"", ""Greece"", ""India"", ""Italy"", ""Spain"", ""United States""]","[""3-D""], [""Computed Tomography"", ""Magnetic Resonance Imaging""]","[""3-D""]","[""Computed Tomography"", ""Magnetic Resonance Imaging""]"
"32992069","[""Argentina"", ""Canada"", ""Chile"", ""Colombia"", ""Czechia"", ""Germany"", ""United States""]","[""speech""], [""Language"", ""Spontaneous monologues""]","[""speech""]","[""Language"", ""Spontaneous monologues""]"
"33033241","[""Australia"", ""Brazil"", ""Canada"", ""China"", ""Germany"", ""India"", ""Italy"", ""Japan"", ""Korea, Republic of"", ""Netherlands"", ""Norway"", ""Portugal"", ""South Africa"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Structural neuroimaging""], [{""count"": 2, ""modality"": ""image""}, {""count"": 3, ""modality"": ""text""}]","[""Structural neuroimaging""]","[{""count"": 2, ""modality"": ""image""}, {""count"": 3, ""modality"": ""text""}]"
"33064342","[""Australia"", ""Canada"", ""Germany"", ""Netherlands"", ""South Africa"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"33075658","[""Canada"", ""Germany"", ""United States""]","[""PET"", ""CT""], [""PET"", ""CT""]","[""PET"", ""CT""]","[""PET"", ""CT""]"
"33167779","[""Canada"", ""Germany"", ""Turkey"", ""United Kingdom"", ""United States""]","[""Electrocardiogram"", ""Cardiovascular""], [""electrocardiogram""]","[""Electrocardiogram"", ""Cardiovascular""]","[""electrocardiogram""]"
"33207776","[""Canada"", ""Germany"", ""Iran"", ""Spain""]","[""Questionnaires""], [""Text""]","[""Questionnaires""]","[""Text""]"
"33289695","[""Canada"", ""Germany""]","[], {""Text"": true}","[]","{""Text"": true}"
"33420416","[""Australia"", ""Belgium"", ""Bulgaria"", ""Canada"", ""Croatia"", ""Denmark"", ""Finland"", ""France"", ""Germany"", ""Netherlands"", ""Norway"", ""Poland"", ""Portugal"", ""Spain"", ""Sweden"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""modality"": ""Images""}, {""modality"": ""Text""}]"
"33441847","[""Canada"", ""France"", ""Germany"", ""Italy"", ""Japan"", ""Romania"", ""Spain"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""United States""]",NULL,NULL,"{""Text"": true, ""Audio"": false, ""Image"": false}"
"33472890","[""Austria"", ""Canada"", ""Denmark"", ""France"", ""Germany"", ""Israel"", ""Netherlands"", ""Norway"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,NULL,"{""Text"": null, ""Audio"": null, ""Image"": null}"
"33480187","[""Canada"", ""Germany"", ""United States""]","[""Neuroimaging""], [{""Voxels in the brain."": [""MRI"", ""Imaging""]}]","[""Neuroimaging""]","[{""Voxels in the brain."": [""MRI"", ""Imaging""]}]"
"33617523","[""Canada"", ""Germany""]","[""Three-Dimensional (3D) image data""], [""image""]","[""Three-Dimensional (3D) image data""]","[""image""]"
"33634751","[""Argentina"", ""Australia"", ""Austria"", ""Bangladesh"", ""Belgium"", ""Brazil"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Croatia"", ""Cyprus"", ""Czechia"", ""Denmark"", ""Egypt"", ""Estonia"", ""Finland"", ""France"", ""Georgia"", ""Germany"", ""Greece"", ""Hong Kong"", ""Hungary"", ""Iceland"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Ireland"", ""Israel"", ""Italy"", ""Jamaica"", ""Japan"", ""Jersey"", ""Korea, Republic of"", ""Luxembourg"", ""Macao"", ""Malaysia"", ""Malta"", ""Mexico"", ""Netherlands"", ""New Zealand"", ""Norway"", ""Palestinian Territory"", ""Poland"", ""Portugal"", ""Romania"", ""Russia"", ""Serbia"", ""Singapore"", ""Slovakia"", ""Slovenia"", ""South Africa"", ""South Korea"", ""Spain"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Thailand"", ""Tunisia"", ""Turkey"", ""United Arab Emirates"", ""United Kingdom"", ""United States"", ""Uruguay"", ""Venezuela""]",NULL,NULL,"[{""count"": 2, ""value"": ""Image""}, {""count"": 1, ""value"": ""Text""}, {""count"": 0, ""value"": ""Audio""}, {""count"": 0, ""value"": ""Video""}]"
"33650265","[""Austria"", ""Canada"", ""France"", ""Germany"", ""Iran"", ""Italy"", ""Japan"", ""Jordan"", ""Netherlands"", ""Russia"", ""Saudi Arabia"", ""Switzerland"", ""United States""]","[""Urology"", ""Reproducive Health""], Imaging","[""Urology"", ""Reproducive Health""]","Imaging"
"33726819","[""Australia"", ""Belgium"", ""Brazil"", ""Canada"", ""Chile"", ""China"", ""France"", ""Germany"", ""India"", ""Israel"", ""Italy"", ""Netherlands"", ""Saudi Arabia"", ""Singapore"", ""South Africa"", ""Spain"", ""Switzerland"", ""Thailand"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Text"", ""Image""]"
"33753312","[""Australia"", ""Canada"", ""China"", ""Finland"", ""France"", ""Germany"", ""United Kingdom"", ""United States""]",NULL,NULL,"[]"
"33760390","[""Canada"", ""Germany""]","[""Gait data"", ""In vivo knee loads""], [""biomechanical data"", ""magnetic resonance imaging""]","[""Gait data"", ""In vivo knee loads""]","[""biomechanical data"", ""magnetic resonance imaging""]"
"33770525","[""Canada"", ""France"", ""Germany"", ""Ireland"", ""United Kingdom"", ""United States""]","[""Neuroimaging""], [null, null, null, null, null, null, null, null, null, null, null, null]","[""Neuroimaging""]","[null, null, null, null, null, null, null, null, null, null, null, null]"
"33811557","[""Canada"", ""Germany""]",NULL,"[""ECG"", ""Blood pressure""]",NULL
"33850128","[""Canada"", ""Germany"", ""Italy"", ""Singapore"", ""South Korea"", ""United Kingdom"", ""United States""]","[""Neuroimaging"", ""Phenotypic data""], [""Neuroimaging"", ""Transcriptomics""]","[""Neuroimaging"", ""Phenotypic data""]","[""Neuroimaging"", ""Transcriptomics""]"
"33870190","[""Canada"", ""Germany""]","[""motor items""], [""brain imaging""]","[""motor items""]","[""brain imaging""]"
"33895632","[""Canada"", ""France"", ""Germany"", ""Italy"", ""Netherlands"", ""Portugal"", ""Spain"", ""Sweden"", ""United Kingdom""]",NULL,NULL,"[{""Tag"": null, ""Country"": ""Portugal""}, {""Tag"": null, ""Country"": ""United Kingdom""}, {""Tag"": null, ""Country"": ""Canada""}, {""Tag"": null, ""Country"": ""Germany""}]"
"33909990","[""Canada"", ""Denmark"", ""Estonia"", ""Germany"", ""Italy"", ""Netherlands"", ""Norway"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"33962603","[""Argentina"", ""Australia"", ""Austria"", ""Brazil"", ""Canada"", ""China"", ""Colombia"", ""Ecuador"", ""France"", ""Germany"", ""Greece"", ""India"", ""Italy"", ""Mexico"", ""Morocco"", ""Spain"", ""Thailand"", ""Tunisia"", ""Turkey"", ""United States"", ""Uruguay""]","[""Affiliation""], [{""tags"": null, ""Country"": ""Australia""}, {""tags"": null, ""Country"": ""Germany""}, {""tags"": null, ""Country"": ""India""}, {""tags"": null, ""Country"": ""Turkey""}, {""tags"": null, ""Country"": ""South Korea""}, {""tags"": null, ""Country"": ""Tunisia""}, {""tags"": null, ""Country"": ""Ecuador""}, {""tags"": null, ""Country"": ""Greece""}, {""tags"": null, ""Country"": ""Morocco""}, {""tags"": null, ""Country"": ""Thailand""}, {""tags"": null, ""Country"": ""USA""}, {""tags"": null, ""Country"": ""Austria""}, {""tags"": null, ""Country"": ""Spain""}]","[""Affiliation""]","[{""tags"": null, ""Country"": ""Australia""}, {""tags"": null, ""Country"": ""Germany""}, {""tags"": null, ""Country"": ""India""}, {""tags"": null, ""Country"": ""Turkey""}, {""tags"": null, ""Country"": ""South Korea""}, {""tags"": null, ""Country"": ""Tunisia""}, {""tags"": null, ""Country"": ""Ecuador""}, {""tags"": null, ""Country"": ""Greece""}, {""tags"": null, ""Country"": ""Morocco""}, {""tags"": null, ""Country"": ""Thailand""}, {""tags"": null, ""Country"": ""USA""}, {""tags"": null, ""Country"": ""Austria""}, {""tags"": null, ""Country"": ""Spain""}]"
"33963192","[""Austria"", ""Canada"", ""China"", ""Egypt"", ""France"", ""Germany"", ""Korea, Republic of"", ""Norway"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"33976261","[""Canada"", ""France"", ""Germany""]","[""MRI""], [""structural and functional MRI""]","[""MRI""]","[""structural and functional MRI""]"
"33991581","[""Austria"", ""Belgium"", ""Canada"", ""France"", ""Germany"", ""Italy"", ""Netherlands"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[]"
"34048901","[""Austria"", ""Brazil"", ""Canada"", ""China"", ""Germany"", ""Israel"", ""Japan"", ""Korea, Republic of"", ""Netherlands"", ""Norway"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""EEG"", ""fMRI""]"
"34078897","[""Australia"", ""Belgium"", ""Brazil"", ""Canada"", ""Finland"", ""France"", ""Germany"", ""Sweden"", ""United Kingdom"", ""United States""]","[""Imaging"", null], [""Radiology"", ""Neurology""]","[""Imaging"", null]","[""Radiology"", ""Neurology""]"
"34214980","[""Brazil"", ""Canada"", ""China"", ""Germany"", ""Hong Kong"", ""Japan"", ""Netherlands"", ""United Kingdom"", ""United States""]",NULL,"[null]",NULL
"34229308","[""Canada"", ""Germany""]","[""EEG""], [""sensorimotor rhythms (SMRs)"", ""heart rate variability""]","[""EEG""]","[""sensorimotor rhythms (SMRs)"", ""heart rate variability""]"
"34255727","[""Austria"", ""Canada"", ""Germany""]","[""Mobile App"", ""Remote Assessment""], [""text""]","[""Mobile App"", ""Remote Assessment""]","[""text""]"
"34255973","[""Austria"", ""Canada"", ""Germany"", ""Netherlands"", ""Sweden"", ""United Kingdom""]",NULL,NULL,"[""text"", ""image""]"
"34285187","[""Canada"", ""Germany"", ""Netherlands"", ""Switzerland"", ""United Kingdom"", ""United States""]","[null, null], [""Text"", ""Image""]","[null, null]","[""Text"", ""Image""]"
"34322947","[""Canada"", ""Georgia"", ""Germany"", ""Israel"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"34339947","[""Australia"", ""Brazil"", ""Canada"", ""China"", ""Finland"", ""Germany"", ""Iran"", ""Ireland"", ""Italy"", ""Mexico"", ""Spain"", ""United Kingdom"", ""United States""]","[""Temporalology"", ""Genetics""], [""MRI"", ""EEG""]","[""Temporalology"", ""Genetics""]","[""MRI"", ""EEG""]"
"34353531","[""Belgium"", ""Canada"", ""Germany"", ""Singapore"", ""South Korea"", ""United Kingdom"", ""United States""]","[""MRI"", null], [""Cardiology""]","[""MRI"", null]","[""Cardiology""]"
"34441340","[""Canada"", ""Croatia"", ""Cyprus"", ""Germany"", ""Greece"", ""Hungary"", ""India"", ""Italy"", ""United Kingdom"", ""United States""]",NULL,NULL,"{""A"": [""India""], ""M"": [""USA""], ""S"": [""USA""], ""V"": [""USA""], ""Z"": [""Hungary""], ""GD"": [""UK""], ""JS"": [""USA""], ""SK"": [""USA""]}"
"34463636","[""Canada"", ""Germany""]","[""Binary""], [""Infection""]","[""Binary""]","[""Infection""]"
"34463809","[""Canada"", ""Germany"", ""Sweden"", ""United States""]","[""PET/CT"", ""Low-Dose CT""], [""Imaging"", ""Clinical data""]","[""PET/CT"", ""Low-Dose CT""]","[""Imaging"", ""Clinical data""]"
"34508027","[""Canada"", ""Czechia"", ""Germany"", ""Netherlands"", ""Switzerland"", ""Turkey"", ""United States""]",NULL,NULL,"{""text"": null, ""image"": null, ""video"": null}"
"34526639","[""Canada"", ""Germany"", ""United Kingdom""]","[""Compression ultrasound"", ""Ultrasound videos""], [""ultrasound"", ""video""]","[""Compression ultrasound"", ""Ultrasound videos""]","[""ultrasound"", ""video""]"
"34526654","[""Canada"", ""Germany""]","[""Functional Magnetic Resonance Imaging (fMRI)""], [""fMRI"", ""structural MRI""]","[""Functional Magnetic Resonance Imaging (fMRI)""]","[""fMRI"", ""structural MRI""]"
"34561528","[""Canada"", ""Germany"", ""Switzerland""]","[""Chest Radiographs"", ""Brain Computed Tomography (CT) Scans""], [""Image"", ""Computed Tomography (CT)""]","[""Chest Radiographs"", ""Brain Computed Tomography (CT) Scans""]","[""Image"", ""Computed Tomography (CT)""]"
"34606915","[""Canada"", ""Germany"", ""Greece"", ""Italy"", ""Korea, Republic of"", ""Spain"", ""Turkey""]",NULL,NULL,"[]"
"34620391","[""Canada"", ""Germany"", ""South Africa""]","[""Echocardiographic"", ""Hemodynamic""], [""echocardiography"", ""hemodynamics""]","[""Echocardiographic"", ""Hemodynamic""]","[""echocardiography"", ""hemodynamics""]"
"34635910","[""Belgium"", ""Bulgaria"", ""Canada"", ""Cyprus"", ""Denmark"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Ireland"", ""Israel"", ""Italy"", ""Malta"", ""Poland"", ""Portugal"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Gastroenterology"", ""Surgery""]"
"34680474","[""Canada"", ""Germany""]","[""MRI"", ""Clinical Variables""], [""MRI""]","[""MRI"", ""Clinical Variables""]","[""MRI""]"
"34791422","[""Australia"", ""Canada"", ""France"", ""Germany"", ""United Kingdom"", ""United States""]","[""electronic monitoring"", ""electronic health records"", ""smartphones"", ""wearables""], [""Electronic Monitoring"", ""Electronic Health Records"", ""Smartphones""]","[""electronic monitoring"", ""electronic health records"", ""smartphones"", ""wearables""]","[""Electronic Monitoring"", ""Electronic Health Records"", ""Smartphones""]"
"34823246","[""Canada"", ""Germany"", ""Israel"", ""Netherlands"", ""Turkey""]","[""Clinical""], [""Medical Images"", ""ECG""]","[""Clinical""]","[""Medical Images"", ""ECG""]"
"34850171","[""Canada"", ""Germany"", ""Turkey"", ""United Kingdom"", ""United States""]","[""Diagnostic Imaging""], [""MRI"", ""CT""]","[""Diagnostic Imaging""]","[""MRI"", ""CT""]"
"34862541","[""Canada"", ""Germany"", ""Slovenia"", ""Switzerland""]","[""Neuroimaging""], [""MRI"", ""CT""]","[""Neuroimaging""]","[""MRI"", ""CT""]"
"34867950","[""Canada"", ""Germany""]","[""SOMAscan platform""], [""Proteomics""]","[""SOMAscan platform""]","[""Proteomics""]"
"34889978","[""Belgium"", ""Canada"", ""France"", ""Germany"", ""Italy"", ""Sweden"", ""United Kingdom""]","[""Medical""], [{""ForeName"": ""Simone"", ""Initials"": ""S"", ""LastName"": ""Furini""}]","[""Medical""]","[{""ForeName"": ""Simone"", ""Initials"": ""S"", ""LastName"": ""Furini""}]"
"34921162","[""Argentina"", ""Canada"", ""Germany"", ""United States""]","[""Electrocardiogram""], [""Maternal abdominal electrocardiograms"", ""Fetal ECG""]","[""Electrocardiogram""]","[""Maternal abdominal electrocardiograms"", ""Fetal ECG""]"
"34921746","[""Canada"", ""Germany""]","[""Functional MRI"", ""Neurofeedback""], [""fMRI"", ""EEG""]","[""Functional MRI"", ""Neurofeedback""]","[""fMRI"", ""EEG""]"
"34937750","[""Canada"", ""France"", ""Germany"", ""Switzerland"", ""United States""]","[""upper limb Fugl-Meyer (FM) scores""], [""upper limb Fugl-Meyer (FM) scores""]","[""upper limb Fugl-Meyer (FM) scores""]","[""upper limb Fugl-Meyer (FM) scores""]"
"34949699","[""Canada"", ""Germany""]","[""CT""], [""computed tomography""]","[""CT""]","[""computed tomography""]"
"34957914","[""Canada"", ""Germany""]","[""Medical Imaging"", ""Clinical Outcomes""], [""Text""]","[""Medical Imaging"", ""Clinical Outcomes""]","[""Text""]"
